A -> !B, 7 65,	0.79058087, 0.8185956, 0.9951248
!A -> B, 7 65,	0.002197802, 0.06422021, 0.36202016
!A -> !B, 7 65,	0.0320251, 0.9357798, 1.1375796 , valid negative
A -> B, 7 74,	0.7287284, 0.75455135, 0.99844044
A -> !B, 7 74,	0.23704869, 0.24544865, 1.0048251 , valid negative
!A -> B, 7 74,	0.02700156, 0.788991, 1.0440118 , valid negative
!A -> !B, 7 74,	0.007221341, 0.21100903, 0.86383516
A -> B, 7 9,	0.86499214, 0.89564365, 0.9925627
A -> !B, 7 9,	0.10078496, 0.10435635, 1.0687295 , valid negative
!A -> B, 7 9,	0.037362635, 1.0917437, 1.209883 , valid negative
!A -> !B, 7 9,	-0.0031397343, -0.09174366, -0.9395612
A -> B, 72 74,	0.48854002, 0.6635394, 0.8780113
A -> !B, 72 74,	0.24772373, 0.3364606, 1.3774124 , valid negative
!A -> B, 72 74,	0.26718995, 1.0130953, 1.340552 , valid negative
!A -> !B, 72 74,	-0.0034537017, -0.013095287, -0.053609878
A -> B, 9 18,	0.18649921, 0.20668058, 0.9458012
A -> !B, 9 18,	0.7158556, 0.7933194, 1.0151557 , valid negative
!A -> B, 9 18,	0.03202513, 0.32797435, 1.5008596 , valid negative
!A -> !B, 9 18,	0.065620095, 0.6720256, 0.85994446
A -> B, 9 27,	0.62605965, 0.6938065, 1.002165 , valid positive
A -> !B, 9 27,	0.27629513, 0.30619347, 0.99512875
!A -> B, 9 27,	0.06624806, 0.6784567, 0.97999305
!A -> !B, 9 27,	0.031397164, 0.32154328, 1.0450157 , valid negative
A -> B, 9 36,	0.87189955, 0.96624917, 0.99306345
A -> !B, 9 36,	0.030455232, 0.033750832, 1.249959
!A -> B, 9 36,	0.101098895, 1.0353696, 1.064102 , valid negative
!A -> !B, 9 36,	-0.003453672, -0.035369594, -1.3099093
A -> B, 9 45,	0.16357929, 0.18128045, 0.98866135
A -> !B, 9 45,	0.7387755, 0.81871957, 1.0025458 , valid negative
!A -> B, 9 45,	0.019780219, 0.20257232, 1.1047822 , valid negative
!A -> !B, 9 45,	0.077865005, 0.7974277, 0.97647333
A -> B, 9 54,	0.63014126, 0.6983298, 1.0036916 , valid positive
A -> !B, 9 54,	0.27221352, 0.3016702, 0.99155784
!A -> B, 9 54,	0.065620124, 0.672026, 0.96588564
!A -> !B, 9 54,	0.0320251, 0.32797405, 1.0780158 , valid negative
A -> B, 9 72,	0.6546311, 0.7254697, 0.98533946
A -> !B, 9 72,	0.2477237, 0.2745303, 1.0409273 , valid negative
!A -> B, 9 72,	0.081632674, 0.83601296, 1.1354803 , valid negative
!A -> !B, 9 72,	0.01601255, 0.16398703, 0.62178415
A -> B, 1 17,	0.45808476, 0.87417614, 1.1137005 , valid positive
A -> !B, 1 17,	0.06593406, 0.12582386, 0.5850349
!A -> B, 1 17,	0.32684457, 0.6866754, 0.87482446
!A -> !B, 1 17,	0.1491366, 0.31332457, 1.4568448 , valid negative
A -> B, 1 44,	0.34065935, 0.6500899, 0.79270154
A -> !B, 1 44,	0.18335947, 0.34991008, 1.9449624 , valid negative
!A -> B, 1 44,	0.47943482, 1.0072558, 1.2282197 , valid negative
!A -> !B, 1 44,	-0.0034536421, -0.007255838, -0.040331308
A -> B, 1 62,	0.4976452, 0.94967043, 0.9884642
A -> !B, 1 62,	0.026373625, 0.050329566, 1.2823975
!A -> B, 1 62,	0.46310836, 0.9729552, 1.0127001 , valid negative
!A -> !B, 1 62,	0.012872815, 0.0270448, 0.68910193
A -> B, 1 71,	0.20470957, 0.3906531, 1.0464509 , valid positive
A -> !B, 1 71,	0.31930923, 0.60934687, 0.9723296
!A -> B, 1 71,	0.16860284, 0.35422164, 0.9488611
!A -> !B, 1 71,	0.30737835, 0.64577836, 1.030463 , valid negative
A -> B, 11 27,	0.48383045, 0.723814, 1.0455091 , valid positive
A -> !B, 11 27,	0.18461537, 0.276186, 0.8976045
!A -> B, 11 27,	0.20847726, 0.62878793, 0.90824914
!A -> !B, 11 27,	0.123076916, 0.3712121, 1.2064394 , valid negative
A -> B, 11 36,	0.6379906, 0.95443875, 0.9809252
A -> !B, 11 36,	0.030455232, 0.045561254, 1.6873565
!A -> B, 11 36,	0.33500785, 1.0104166, 1.0384566 , valid negative
!A -> !B, 11 36,	-0.003453672, -0.010416614, -0.38577825
A -> B, 11 54,	0.48979592, 0.7327384, 1.0531461 , valid positive
A -> !B, 11 54,	0.1786499, 0.26726162, 0.87846047
!A -> B, 11 54,	0.20596546, 0.62121207, 0.8928522
!A -> !B, 11 54,	0.12558872, 0.3787879, 1.2450356 , valid negative
A -> B, 11 72,	0.46844584, 0.7007985, 0.9518308
A -> !B, 11 72,	0.19999999, 0.2992015, 1.1344724 , valid negative
!A -> B, 11 72,	0.2678179, 0.8077652, 1.0971138 , valid negative
!A -> !B, 11 72,	0.06373626, 0.19223483, 0.7288904
A -> B, 12 17,	0.21193093, 0.63261485, 0.8059513
A -> !B, 12 17,	0.123076916, 0.36738515, 1.7082068 , valid negative
!A -> B, 12 17,	0.5729984, 0.8616619, 1.0977573 , valid negative
!A -> !B, 12 17,	0.09199375, 0.1383381, 0.6432216
A -> B, 12 44,	0.2854003, 0.85192126, 1.0388091 , valid positive
A -> !B, 12 44,	0.049607545, 0.14807874, 0.8230904
!A -> B, 12 44,	0.53469384, 0.8040604, 0.9804488
!A -> !B, 12 44,	0.13029829, 0.19593959, 1.089123 , valid negative
A -> B, 12 62,	0.32464677, 0.96907216, 1.0086584 , valid positive
A -> !B, 12 62,	0.010361075, 0.030927837, 0.7880424
!A -> B, 12 62,	0.6361068, 0.9565629, 0.9956381
!A -> !B, 12 62,	0.028885365, 0.04343715, 1.1067793
A -> B, 13 16,	0.17959183, 0.3321719, 0.9042457
A -> !B, 13 16,	0.36106753, 0.6678281, 1.0555993 , valid negative
!A -> B, 13 16,	0.18775511, 0.4087492, 1.1127061 , valid negative
!A -> !B, 13 16,	0.27158552, 0.59125084, 0.93455774
A -> B, 13 25,	0.4678179, 0.8652729, 0.96359944
A -> !B, 13 25,	0.072841465, 0.13472712, 1.3203254 , valid negative
!A -> B, 13 25,	0.43014127, 0.936432, 1.0428447 , valid negative
!A -> !B, 13 25,	0.029199362, 0.063567996, 0.62296623
A -> B, 13 34,	0.51585555, 0.954123, 0.99963224
A -> !B, 13 34,	0.024803817, 0.04587698, 1.0077114
!A -> B, 13 34,	0.43861854, 0.95488733, 1.000433 , valid negative
!A -> !B, 13 34,	0.020722091, 0.045112688, 0.9909234
A -> B, 13 52,	0.53814757, 0.9953542, 0.9953542
A -> !B, 13 52,	0.0025117993, 0.0046458244, Infinity
!A -> B, 13 52,	0.46185243, 1.0054682, 1.0054682 , valid negative
!A -> !B, 13 52,	-0.0025117993, -0.0054682717, -Infinity
A -> B, 13 70,	0.3566719, 0.659698, 1.0469049 , valid positive
A -> !B, 13 70,	0.18398747, 0.340302, 0.92008644
!A -> B, 13 70,	0.27346936, 0.595352, 0.9447913
!A -> !B, 13 70,	0.18587127, 0.404648, 1.094061 , valid negative
A -> B, 14 15,	0.27503926, 0.5943013, 0.93427914
A -> !B, 14 15,	0.18775508, 0.40569872, 1.1148839 , valid negative
!A -> B, 14 15,	0.36106747, 0.67212147, 1.0566174 , valid negative
!A -> !B, 14 15,	0.17613822, 0.32787853, 0.90102947
A -> B, 14 24,	0.19591837, 0.42333788, 0.97776
A -> !B, 14 24,	0.26687598, 0.5766621, 1.0169817 , valid negative
!A -> B, 14 24,	0.23704867, 0.4412624, 1.0191593 , valid negative
!A -> !B, 14 24,	0.300157, 0.5587376, 0.9853706
A -> B, 14 42,	0.40816328, 0.88195395, 1.0350122 , valid positive
A -> !B, 14 42,	0.054631054, 0.118046045, 0.7982522
!A -> B, 14 42,	0.44395605, 0.8264172, 0.9698375
!A -> !B, 14 42,	0.09324965, 0.17358276, 1.173803 , valid negative
A -> B, 14 51,	0.17268446, 0.37313434, 0.97332746
A -> !B, 14 51,	0.29010987, 0.6268656, 1.016582 , valid negative
!A -> B, 14 51,	0.21067503, 0.39216828, 1.0229778 , valid negative
!A -> !B, 14 51,	0.32653067, 0.6078317, 0.98571485
A -> B, 14 60,	0.46279433, 1.0, 1.0114322 , valid positive
A -> !B, 14 60,	0.0, 0.0, 0.0
!A -> B, 14 60,	0.5259026, 0.9789595, 0.9901512
!A -> !B, 14 60,	0.011303037, 0.021040427, 1.8614892
A -> B, 15 23,	0.3833595, 0.60266536, 1.0564058 , valid positive
A -> !B, 15 23,	0.25274724, 0.39733464, 0.92508096
!A -> B, 15 23,	0.18712717, 0.51423645, 0.90139955
!A -> !B, 15 23,	0.1767661, 0.48576358, 1.1309627 , valid negative
A -> B, 15 50,	0.3846154, 0.6046397, 0.9750773
A -> !B, 15 50,	0.25149134, 0.3953603, 1.0406797 , valid negative
!A -> B, 15 50,	0.23547879, 0.6471095, 1.0435665 , valid negative
!A -> !B, 15 50,	0.12841448, 0.35289052, 0.9288895
A -> B, 15 69,	0.24081632, 0.37857848, 0.9948618
A -> !B, 15 69,	0.3952904, 0.6214215, 1.0031564 , valid negative
!A -> B, 15 69,	0.13971743, 0.38395166, 1.008982 , valid negative
!A -> !B, 15 69,	0.22417584, 0.61604834, 0.9944825
A -> B, 16 31,	0.28383046, 0.7726496, 0.9742237
A -> !B, 16 31,	0.08351648, 0.22735041, 1.0988027 , valid negative
!A -> B, 16 31,	0.50926214, 0.80496275, 1.014967 , valid negative
!A -> !B, 16 31,	0.12339091, 0.19503725, 0.94263065
A -> B, 16 40,	0.36734694, 1.0, 1.0047319 , valid positive
A -> !B, 16 40,	0.0, 0.0, 0.0
!A -> B, 16 40,	0.62794346, 0.9925558, 0.9972524
!A -> !B, 16 40,	0.0047096014, 0.0074442085, 1.5806452
A -> B, 16 68,	0.22762951, 0.6196581, 0.9947637
A -> !B, 16 68,	0.13971743, 0.3803419, 1.0086502 , valid negative
!A -> B, 16 68,	0.3952904, 0.62481385, 1.0030404 , valid negative
!A -> !B, 16 68,	0.23736265, 0.37518615, 0.9949773
A -> B, 17 21,	0.5956044, 0.7588, 1.0861925 , valid positive
A -> !B, 17 21,	0.18932492, 0.24119997, 0.8002311
!A -> B, 17 21,	0.1029827, 0.47883192, 0.6854291
!A -> !B, 17 21,	0.112087965, 0.52116805, 1.7290837 , valid negative
A -> B, 17 58,	0.7846154, 0.99960005, 0.9964714
A -> !B, 17 58,	3.1393766E-4, 3.9994717E-4, -0.1273855
!A -> B, 17 58,	0.21852434, 1.0160583, 1.0128782 , valid negative
!A -> !B, 17 58,	-0.003453672, -0.016058313, 5.114545
A -> B, 18 20,	0.21852434, 1.0, 2.6192434 , valid positive
A -> !B, 18 20,	0.0, 0.0, 0.0
!A -> B, 18 20,	0.16326529, 0.20891923, 0.54721034
!A -> !B, 18 20,	0.6182104, 0.7910808, 1.2796304 , valid negative
A -> B, 18 48,	0.21161695, 0.96839076, 1.0236722 , valid positive
A -> !B, 18 48,	0.0069073886, 0.031609237, 0.5853225
!A -> B, 18 48,	0.73437995, 0.9397349, 0.99338055
!A -> !B, 18 48,	0.04709573, 0.060265128, 1.1159564
A -> B, 18 66,	0.21098901, 0.9655172, 1.0179319 , valid positive
A -> !B, 18 66,	0.0075353235, 0.034482777, 0.66968036
!A -> B, 18 66,	0.7375196, 0.9437525, 0.9949857
!A -> !B, 18 66,	0.043956056, 0.056247506, 1.0923674
A -> B, 19 29,	0.61726844, 0.9929293, 0.9941778
A -> !B, 19 29,	0.004395604, 0.00707072, 5.6301265
!A -> B, 19 29,	0.3814757, 1.0082988, 1.0095667 , valid negative
!A -> !B, 19 29,	-0.0031397343, -0.008298799, -6.6080093
A -> B, 19 38,	0.4087912, 0.6575758, 0.9537244
A -> !B, 19 38,	0.21287283, 0.3424242, 1.1027515 , valid negative
!A -> B, 19 38,	0.28069076, 0.7419088, 1.0760379 , valid negative
!A -> !B, 19 38,	0.09764519, 0.25809124, 0.8311634
A -> B, 19 56,	0.5846154, 0.94040406, 0.99145544
A -> !B, 19 56,	0.037048638, 0.059595942, 1.157396
!A -> B, 19 56,	0.3638932, 0.9618256, 1.0140399 , valid negative
!A -> !B, 19 56,	0.014442742, 0.038174383, 0.74137425
A -> B, 19 74,	0.4656201, 0.74898994, 0.99108136
A -> !B, 19 74,	0.15604395, 0.25101006, 1.0275927 , valid negative
!A -> B, 19 74,	0.29010987, 0.76680493, 1.0146546 , valid negative
!A -> !B, 19 74,	0.08822608, 0.23319507, 0.9546611
A -> B, 2 16,	0.21507065, 0.44859204, 1.2211672 , valid positive
A -> !B, 2 16,	0.26436418, 0.55140793, 0.87158036
!A -> B, 2 16,	0.15227629, 0.2925211, 0.79630744
!A -> !B, 2 16,	0.36828887, 0.70747894, 1.1182731 , valid negative
A -> B, 2 25,	0.43139717, 0.8998035, 1.002054 , valid positive
A -> !B, 2 25,	0.048037678, 0.10019648, 0.9819253
!A -> B, 2 25,	0.466562, 0.89626056, 0.9981083
!A -> !B, 2 25,	0.05400315, 0.10373946, 1.0166466 , valid negative
A -> B, 2 34,	0.4389325, 0.91552067, 0.9591886
A -> !B, 2 34,	0.04050234, 0.08447933, 1.8556322
!A -> B, 2 34,	0.51554155, 0.9903497, 1.0375868 , valid negative
!A -> !B, 2 34,	0.005023569, 0.009650221, 0.21197207
A -> B, 2 5,	0.44615385, 0.9305829, 0.99761236
A -> !B, 2 5,	0.033281, 0.06941712, 1.0331479
!A -> B, 2 5,	0.48665622, 0.9348613, 1.002199 , valid negative
!A -> !B, 2 5,	0.033908933, 0.06513869, 0.9694711
A -> B, 2 52,	0.4766091, 0.9941061, 0.9941061
A -> !B, 2 52,	0.002825737, 0.005893886, Infinity
!A -> B, 2 52,	0.5233909, 1.0054282, 1.0054282 , valid negative
!A -> !B, 2 52,	-0.002825737, -0.00542821, -Infinity
A -> B, 2 70,	0.31083202, 0.64833003, 1.0288646 , valid positive
A -> !B, 2 70,	0.16860282, 0.35166997, 0.95082235
!A -> B, 2 70,	0.31930923, 0.61338955, 0.973416
!A -> !B, 2 70,	0.20125592, 0.38661042, 1.0452921 , valid negative
A -> B, 20 27,	0.2599686, 0.6809211, 0.98355263
A -> !B, 20 27,	0.121821016, 0.31907892, 1.0370065 , valid negative
!A -> B, 20 27,	0.4323391, 0.69933975, 1.0101575 , valid negative
!A -> !B, 20 27,	0.18587127, 0.30066022, 0.9771458
A -> B, 20 36,	0.37708005, 0.98766446, 1.0150731 , valid positive
A -> !B, 20 36,	0.0047095716, 0.012335539, 0.4568445
!A -> B, 20 36,	0.5959184, 0.96394116, 0.99069136
!A -> !B, 20 36,	0.022291988, 0.036058903, 1.3354378
A -> B, 20 54,	0.26248038, 0.6875, 0.98812616
A -> !B, 20 54,	0.11930925, 0.3125, 1.0271542 , valid negative
!A -> B, 20 54,	0.433281, 0.70086336, 1.0073329 , valid negative
!A -> !B, 20 54,	0.18492937, 0.29913664, 0.98323035
A -> B, 20 72,	0.27849293, 0.7294408, 0.990733
A -> !B, 20 72,	0.1032967, 0.2705592, 1.0258703 , valid negative
!A -> B, 20 72,	0.45777082, 0.74047744, 1.005723 , valid negative
!A -> !B, 20 72,	0.16043955, 0.2595226, 0.9840232
A -> B, 21 44,	0.5868132, 0.84000003, 1.0242727 , valid positive
A -> !B, 21 44,	0.11177391, 0.15999997, 0.88935393
!A -> B, 21 44,	0.23328096, 0.77395815, 0.94374305
!A -> !B, 21 44,	0.06813192, 0.22604184, 1.2564453 , valid negative
A -> B, 21 62,	0.6577708, 0.9415731, 0.980036
A -> !B, 21 62,	0.040816307, 0.058426917, 1.4887195
!A -> B, 21 62,	0.30298275, 1.0052084, 1.0462707 , valid negative
!A -> !B, 21 62,	-0.0015698671, -0.005208361, -0.13270913
A -> B, 21 71,	0.27755103, 0.39730337, 1.0642651 , valid positive
A -> !B, 21 71,	0.4210361, 0.60269666, 0.96171784
!A -> B, 21 71,	0.09576139, 0.31770834, 0.85105217
!A -> !B, 21 71,	0.20565149, 0.6822916, 1.088727 , valid negative
A -> B, 22 25,	0.27409732, 0.8990731, 1.0012405 , valid positive
A -> !B, 22 25,	0.030769229, 0.100926876, 0.9890833
!A -> B, 22 25,	0.62386185, 0.89747065, 0.9994559
!A -> !B, 22 25,	0.0712716, 0.10252938, 1.0047878 , valid negative
A -> B, 22 34,	0.2910518, 0.9546859, 1.000222 , valid positive
A -> !B, 22 34,	0.013814747, 0.045314074, 0.9953471
!A -> B, 22 34,	0.6634223, 0.95438117, 0.9999027
!A -> !B, 22 34,	0.03171116, 0.04561881, 1.0020406
A -> B, 22 52,	0.30455258, 0.99897015, 0.99897015
A -> !B, 22 52,	3.1396747E-4, 0.001029849, Infinity
!A -> B, 22 52,	0.69544744, 1.0004517, 1.0004517 , valid negative
!A -> !B, 22 52,	-3.1396747E-4, -4.5166502E-4, -Infinity
A -> B, 22 70,	0.20910518, 0.68589085, 1.0884717 , valid positive
A -> !B, 22 70,	0.09576137, 0.31410915, 0.8492679
!A -> B, 22 70,	0.42103606, 0.605691, 0.96119875
!A -> !B, 22 70,	0.27409738, 0.394309, 1.066107 , valid negative
A -> B, 23 42,	0.5475667, 0.95982385, 1.1263961 , valid positive
A -> !B, 23 42,	0.022919953, 0.040176153, 0.27167946
!A -> B, 23 42,	0.3045526, 0.7090644, 0.8321187
!A -> !B, 23 42,	0.12496072, 0.2909356, 1.9673673 , valid negative
A -> B, 23 51,	0.22072214, 0.3869015, 1.0092393 , valid positive
A -> !B, 23 51,	0.34976453, 0.6130985, 0.994256
!A -> B, 23 51,	0.16263735, 0.37865496, 0.9877282
!A -> !B, 23 51,	0.26687598, 0.62134504, 1.0076293 , valid negative
A -> B, 23 60,	0.55573, 0.9741332, 0.98526967
A -> !B, 23 60,	0.01475668, 0.025866807, 2.2884905
!A -> B, 23 60,	0.432967, 1.0080409, 1.0195651 , valid negative
!A -> !B, 23 60,	-0.003453672, -0.008040896, -0.71139437
A -> B, 24 50,	0.27032968, 0.6243655, 1.0068883 , valid positive
A -> !B, 24 50,	0.16263735, 0.3756345, 0.9887569
!A -> B, 24 50,	0.3497645, 0.6168328, 0.9947405
!A -> !B, 24 50,	0.21726844, 0.38316724, 1.0085847 , valid negative
A -> B, 25 31,	0.69921505, 0.7786713, 0.9818164
A -> !B, 25 31,	0.19874412, 0.22132868, 1.0696993 , valid negative
!A -> B, 25 31,	0.093877554, 0.91999996, 1.1600157 , valid negative
!A -> !B, 25 31,	0.008163273, 0.08000007, 0.38664675
A -> B, 25 40,	0.8897959, 0.9909091, 0.9955979
A -> !B, 25 40,	0.008163273, 0.0090909, 1.9302946
!A -> B, 25 40,	0.1054945, 1.033846, 1.038738 , valid negative
!A -> !B, 25 40,	-0.003453672, -0.03384598, -7.1865916
A -> B, 25 68,	0.55698586, 0.6202797, 0.99576163
A -> !B, 25 68,	0.34097332, 0.37972027, 1.0070018 , valid negative
!A -> B, 25 68,	0.06593406, 0.64615375, 1.0372982 , valid negative
!A -> !B, 25 68,	0.036106765, 0.35384625, 0.93838495
A -> B, 27 39,	0.30204082, 0.43628117, 1.3895556 , valid positive
A -> !B, 27 39,	0.3902669, 0.5637188, 0.82171375
!A -> B, 27 39,	0.011930913, 0.03877547, 0.12349988
!A -> !B, 27 39,	0.29576138, 0.96122456, 1.4011443 , valid negative
A -> B, 27 48,	0.666562, 0.96281177, 1.0177748 , valid positive
A -> !B, 27 48,	0.02574569, 0.037188232, 0.68863094
!A -> B, 27 48,	0.27943486, 0.90816337, 0.9600067
!A -> !B, 27 48,	0.02825743, 0.09183665, 1.7005806
A -> B, 27 66,	0.6505495, 0.93968254, 0.99069476
A -> !B, 27 66,	0.04175824, 0.060317457, 1.1714088
!A -> B, 27 66,	0.29795915, 0.9683673, 1.0209367 , valid negative
!A -> !B, 27 66,	0.0097331405, 0.03163271, 0.6143302
A -> B, 27 75,	0.16828886, 0.2430839, 0.98127025
A -> !B, 27 75,	0.5240189, 0.7569161, 1.0061678 , valid negative
!A -> B, 27 75,	0.07943484, 0.25816324, 1.0421419 , valid negative
!A -> !B, 27 75,	0.22825745, 0.7418367, 0.9861227
A -> B, 28 29,	0.30863422, 0.9919274, 0.9931747
A -> !B, 28 29,	0.0025117695, 0.008072615, 6.427927
!A -> B, 28 29,	0.6901099, 1.0018232, 1.003083 , valid negative
!A -> !B, 28 29,	-0.0012559295, -0.0018232159, -1.4517554
A -> B, 28 38,	0.29921508, 0.96165496, 1.3947499 , valid positive
A -> !B, 28 38,	0.011930913, 0.03834504, 0.1234874
!A -> B, 28 38,	0.3902669, 0.5665452, 0.8216969
!A -> !B, 28 38,	0.29858708, 0.43345484, 1.3959087 , valid negative
A -> B, 28 56,	0.29481947, 0.94752777, 0.9989659
A -> !B, 28 56,	0.016326517, 0.052472234, 1.0190485
!A -> B, 28 56,	0.65368915, 0.94895166, 1.0004672 , valid negative
!A -> !B, 28 56,	0.035164833, 0.051048312, 0.9913953
A -> B, 28 74,	0.23171115, 0.74470234, 0.985408
A -> !B, 28 74,	0.07943484, 0.25529766, 1.0451453 , valid negative
!A -> B, 28 74,	0.5240188, 0.760711, 1.006591 , valid negative
!A -> !B, 28 74,	0.16483516, 0.23928897, 0.97960836
A -> B, 29 46,	0.7978022, 0.7988054, 0.9953816
A -> !B, 29 46,	0.20094192, 0.20119458, 1.0187674 , valid negative
!A -> B, 29 46,	0.004709542, 3.7500238, 4.6728587 , valid negative
!A -> !B, 29 46,	-0.003453672, -2.7500238, -13.924998
A -> B, 29 55,	0.30769232, 0.3080792, 1.0012574 , valid positive
A -> !B, 29 55,	0.69105184, 0.69192076, 0.99944115
!A -> B, 29 55,	0.0, 0.0, 0.0
!A -> !B, 29 55,	0.0012558699, 1.0, 1.4444444 , valid negative
A -> B, 29 64,	0.8213501, 0.8223829, 0.9955491
A -> !B, 29 64,	0.17739403, 0.17761707, 1.021138 , valid negative
!A -> B, 29 64,	0.004709542, 3.7500238, 4.539653 , valid negative
!A -> !B, 29 64,	-0.003453672, -2.7500238, -15.810153
A -> B, 29 73,	0.26248038, 0.26281044, 0.98360896
A -> !B, 29 73,	0.73626375, 0.73718953, 1.0059763 , valid negative
!A -> B, 29 73,	0.0047095716, 3.7500474, 14.035136 , valid negative
!A -> !B, 29 73,	-0.0034537017, -2.7500474, -3.7527425
A -> B, 3 15,	0.58304554, 0.6541036, 1.0282922 , valid positive
A -> !B, 3 15,	0.30832022, 0.34589642, 0.9505436
!A -> B, 3 15,	0.053061187, 0.4884389, 0.7678569
!A -> !B, 3 15,	0.055573046, 0.5115611, 1.4057997 , valid negative
A -> B, 3 24,	0.333124, 0.37372315, 0.86316764
A -> !B, 3 24,	0.5582417, 0.62627685, 1.1044805 , valid negative
!A -> B, 3 24,	0.099843025, 0.91907513, 2.122737 , valid negative
!A -> !B, 3 24,	0.008791208, 0.080924846, 0.1427163
A -> B, 3 42,	0.75698584, 0.8492427, 0.9966242
A -> !B, 3 42,	0.13437992, 0.15075731, 1.0194525 , valid negative
!A -> B, 3 42,	0.09513348, 0.8757229, 1.0276998 , valid negative
!A -> !B, 3 42,	0.01350075, 0.12427712, 0.8403879
A -> B, 3 51,	0.32684457, 0.3666784, 0.9564871
A -> !B, 3 51,	0.5645212, 0.63332164, 1.0270516 , valid negative
!A -> B, 3 51,	0.05651492, 0.5202312, 1.3570323 , valid negative
!A -> !B, 3 51,	0.052119315, 0.47976878, 0.7780365
A -> B, 3 60,	0.88069075, 0.988024, 0.99931926
A -> !B, 3 60,	0.010675013, 0.011976004, 1.0595427
!A -> B, 3 60,	0.10800624, 0.9942192, 1.0055853 , valid negative
!A -> !B, 3 60,	6.2799454E-4, 0.005780816, 0.5114406
A -> B, 31 34,	0.7519623, 0.94813937, 0.99336314
A -> !B, 31 34,	0.041130304, 0.05186063, 1.139146
!A -> B, 31 34,	0.20251179, 0.9787557, 1.0254397 , valid negative
!A -> !B, 31 34,	0.004395604, 0.021244306, 0.46664214
A -> B, 31 52,	0.78963894, 0.9956453, 0.9956453
A -> !B, 31 52,	0.003453672, 0.0043547153, Infinity
!A -> B, 31 52,	0.21036106, 1.0166919, 1.0166919 , valid negative
!A -> !B, 31 52,	-0.003453672, -0.016691873, -Infinity
A -> B, 31 70,	0.50329673, 0.6346002, 1.0070761 , valid positive
A -> !B, 31 70,	0.28979588, 0.36539978, 0.9879441
!A -> B, 31 70,	0.12684453, 0.61304975, 0.9728767
!A -> !B, 31 70,	0.080062866, 0.38695025, 1.0462109 , valid negative
A -> B, 34 40,	0.94725275, 0.9924342, 0.99713033
A -> !B, 34 40,	0.007221341, 0.0075657964, 1.6064588
!A -> B, 34 40,	0.04803765, 1.0551716, 1.0601646 , valid negative
!A -> !B, 34 40,	-0.0025117397, -0.055171654, -11.714719
A -> B, 34 68,	0.60879123, 0.63782895, 1.0239341 , valid positive
A -> !B, 34 68,	0.34568286, 0.36217105, 0.9604618
!A -> B, 34 68,	0.014128685, 0.31034383, 0.49820822
!A -> !B, 34 68,	0.031397223, 0.68965614, 1.8289382 , valid negative
A -> B, 36 39,	0.31208792, 0.32074863, 1.0215844 , valid positive
A -> !B, 36 39,	0.6609105, 0.6792514, 0.9901215
!A -> B, 36 39,	0.0018838048, 0.06976652, 0.22220638
!A -> !B, 36 39,	0.025117755, 0.9302335, 1.3559697 , valid negative
A -> B, 36 48,	0.9378336, 0.9638593, 1.0188822 , valid positive
A -> !B, 36 48,	0.035164833, 0.03614068, 0.6692333
!A -> B, 36 48,	0.008163273, 0.302326, 0.31958455
!A -> !B, 36 48,	0.018838286, 0.69767404, 12.919143 , valid negative
A -> B, 36 66,	0.9180534, 0.9435302, 0.9947513
A -> !B, 36 66,	0.05494505, 0.056469798, 1.096685
!A -> B, 36 66,	0.030455232, 1.1279064, 1.1891366 , valid negative
!A -> !B, 36 66,	-0.003453672, -0.12790638, -2.4840348
A -> B, 36 75,	0.24521193, 0.25201678, 1.01733 , valid positive
A -> !B, 36 75,	0.72778654, 0.7479832, 0.9942932
!A -> B, 36 75,	0.0025117695, 0.09302313, 0.37551162
!A -> !B, 36 75,	0.02448979, 0.9069769, 1.2056433 , valid negative
A -> B, 38 46,	0.5343799, 0.7750455, 0.96577466
A -> !B, 38 46,	0.15510207, 0.22495449, 1.1390779 , valid negative
!A -> B, 38 46,	0.26813185, 0.8634985, 1.0759948 , valid negative
!A -> !B, 38 46,	0.042386174, 0.13650149, 0.6911879
A -> B, 38 55,	0.20690738, 0.30009106, 0.9752959
A -> !B, 38 55,	0.48257458, 0.699909, 1.0109795 , valid negative
!A -> B, 38 55,	0.10078494, 0.32457036, 1.0548536 , valid negative
!A -> !B, 38 55,	0.20973308, 0.67542964, 0.97562057
A -> B, 38 64,	0.59623235, 0.8647541, 1.0468421 , valid positive
A -> !B, 38 64,	0.09324962, 0.13524592, 0.7775419
!A -> B, 38 64,	0.22982728, 0.7401415, 0.89599043
!A -> !B, 38 64,	0.08069074, 0.2598585, 1.4939516 , valid negative
A -> B, 38 73,	0.17425431, 0.25273222, 0.9458897
A -> !B, 38 73,	0.5152277, 0.7472678, 1.0197293 , valid negative
!A -> B, 38 73,	0.09293564, 0.29929224, 1.1201478 , valid negative
!A -> !B, 38 73,	0.21758239, 0.70070773, 0.956193
A -> B, 39 54,	0.21318682, 0.679, 0.97590935
A -> !B, 39 54,	0.10078491, 0.32099998, 1.0550928 , valid negative
!A -> B, 39 54,	0.48257458, 0.7034325, 1.0110255 , valid negative
!A -> !B, 39 54,	0.20345367, 0.2965675, 0.9747858
A -> B, 39 72,	0.2210361, 0.70400006, 0.95617914
A -> !B, 39 72,	0.09293562, 0.29599994, 1.1223333 , valid negative
!A -> B, 39 72,	0.5152277, 0.75102985, 1.0200554 , valid negative
